Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,# of Delays.Carrier,# of Delays.Late Aircraft,# of Delays.National Aviation System,# of Delays.Security,# of Delays.Weather,Statistics.Carriers.Names,Carriers.Total,Flights.Cancelled,Flights.Delayed,Flights.Diverted,Flights.On Time,Flights.Total,Minutes Delayed.Carrier,Minutes Delayed.Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed.Security,Minutes Delayed.Total,Minutes Delayed.Weather,Rate,Ratio_Rank
ORD,"Chicago, IL: Chicago O'Hare International",2010/05,1,May,2010,3,3,3,3,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,3,3,3,3,3,3,3,3,2,3,3,0.727595453000491,2.0
PDX,"Portland, OR: Portland International",2010/05,1,May,2010,0,0,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,0,0,0,0,0,0,0,0,0,0.856318010215412,1.0
PHL,"Philadelphia, PA: Philadelphia International",2010/05,1,May,2010,0,0,1,0,1,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,1,1,1,1,1,0,0,1,0,1,1,0.8015894396551724,1.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/05,1,May,2010,2,2,1,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,2,0,3,3,2,2,1,1,1,1,0.8553083857578313,1.0
SAN,"San Diego, CA: San Diego International",2010/05,1,May,2010,1,1,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,0,0,0,0,0,0,1,0,0,0,0,0.8207967783690493,1.0
SEA,"Seattle, WA: Seattle/Tacoma International",2010/05,1,May,2010,0,0,0,0,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,0,1,1,1,0,0,0,0,0,1,0.8890476190476191,1.0
SFO,"San Francisco, CA: San Francisco International",2010/05,1,May,2010,2,2,3,1,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,2,3,2,2,2,2,2,3,1,3,2,0.7253365138865224,2.0
SLC,"Salt Lake City, UT: Salt Lake City International",2010/05,1,May,2010,1,1,1,2,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",1,1,1,0,2,2,1,1,0,2,1,0,0.8528753527293957,1.0
TPA,"Tampa, FL: Tampa International",2010/05,1,May,2010,0,0,0,1,1,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,1,0.8414941948510853,1.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/06,1,June,2010,3,3,3,3,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,3,3,3,3,3,3,3,3,3,3,3,0.7453831488489884,2.0
BOS,"Boston, MA: Logan International",2010/06,1,June,2010,2,1,2,1,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,2,2,0,1,1,2,2,2,1,2,2,0.7772047989896864,2.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/06,1,June,2010,2,2,1,2,3,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,2,2,1,1,1,2,2,2,2,3,0.7666177395680436,2.0
CLT,"Charlotte, NC: Charlotte Douglas International",2010/06,1,June,2010,1,1,1,1,2,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,1,2,2,2,1,2,1,1,1,2,0.819371477696055,1.0
DCA,"Washington, DC: Ronald Reagan Washington National",2010/06,1,June,2010,1,0,1,0,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",2,2,1,1,0,0,1,1,2,0,1,2,0.7387736141220193,2.0
DEN,"Denver, CO: Denver International",2010/06,1,June,2010,3,3,2,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",2,2,3,3,3,3,3,3,2,1,3,3,0.7966640579143025,2.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/06,1,June,2010,3,3,3,2,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",2,3,3,3,3,3,3,3,3,2,3,3,0.7650066696309471,2.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/06,1,June,2010,3,3,2,0,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,3,3,3,2,2,3,3,2,0,3,3,0.7286519289120069,2.0
EWR,"Newark, NJ: Newark Liberty International",2010/06,1,June,2010,1,1,3,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",0,2,2,3,1,1,1,2,3,1,2,1,0.7301321031662822,2.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/06,1,June,2010,1,0,0,1,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,US Airways Inc.,Southwest Airlines Co.",0,0,0,0,0,0,1,0,0,1,0,0,0.7913818106484359,2.0
IAD,"Washington, DC: Washington Dulles International",2010/06,1,June,2010,0,1,0,0,2,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,2,1,1,0,0,1,2,1,0,1,2,0.7785575630879499,2.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/06,1,June,2010,2,3,3,3,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,3,3,3,3,2,3,3,3,3,2,0.7596713021491782,2.0
JFK,"New York, NY: John F. Kennedy International",2010/06,1,June,2010,2,0,2,0,1,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.",0,2,2,2,1,1,2,1,3,0,2,2,0.7444991789819376,2.0
LAS,"Las Vegas, NV: McCarran International",2010/06,1,June,2010,2,3,0,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,1,2,1,2,2,2,3,0,0,2,1,0.8062797179865552,1.0
LAX,"Los Angeles, CA: Los Angeles International",2010/06,1,June,2010,3,3,2,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,2,3,1,3,3,3,3,2,3,3,2,0.7980836236933798,2.0
LGA,"New York, NY: LaGuardia",2010/06,1,June,2010,1,1,2,0,2,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,2,1,3,1,1,2,1,2,0,2,2,0.7475728155339806,2.0
MCO,"Orlando, FL: Orlando International",2010/06,1,June,2010,2,2,1,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",0,1,2,1,2,2,2,2,1,2,2,1,0.800514923238295,1.0
MDW,"Chicago, IL: Chicago Midway International",2010/06,1,June,2010,1,2,1,2,3,"Pinnacle Airlines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Comair Inc.,Southwest Airlines Co.",0,0,1,3,0,0,0,2,2,2,2,3,0.7522051838784095,2.0
MIA,"Miami, FL: Miami International",2010/06,1,June,2010,1,1,1,0,1,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,US Airways Inc.,ExpressJet Airlines Inc.",0,2,1,2,0,0,1,1,1,0,1,1,0.7351606145251397,2.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/06,1,June,2010,3,3,2,2,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",3,2,3,3,2,2,3,2,2,2,3,2,0.7113567480834373,2.0
ORD,"Chicago, IL: Chicago O'Hare International",2010/06,1,June,2010,3,3,3,3,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,3,3,3,3,3,3,3,3,2,3,3,0.6639421094072213,3.0
PDX,"Portland, OR: Portland International",2010/06,1,June,2010,0,0,0,1,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,0,0,0,0,0,0,0,0,0,0.8091635140815469,1.0
PHL,"Philadelphia, PA: Philadelphia International",2010/06,1,June,2010,1,1,1,2,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,1,1,2,1,1,1,1,2,1,1,2,0.7801285484734869,2.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/06,1,June,2010,2,2,0,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,2,0,3,3,2,2,0,2,2,2,0.8599786837196909,1.0
SAN,"San Diego, CA: San Diego International",2010/06,1,June,2010,1,1,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,0,1,0,0,0,1,1,0,0,0,0,0.805042257556224,1.0
SEA,"Seattle, WA: Seattle/Tacoma International",2010/06,1,June,2010,2,1,1,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,1,0,2,1,1,1,1,0,1,1,0.831581252737626,1.0
SFO,"San Francisco, CA: San Francisco International",2010/06,1,June,2010,2,3,3,0,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,2,3,3,2,2,2,3,3,0,3,2,0.6978794178794179,3.0
SLC,"Salt Lake City, UT: Salt Lake City International",2010/06,1,June,2010,2,2,0,1,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",1,1,1,0,2,2,1,2,0,2,1,0,0.8392824622108905,1.0
TPA,"Tampa, FL: Tampa International",2010/06,1,June,2010,1,1,0,1,1,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",0,0,0,2,0,0,0,1,0,1,0,1,0.7857142857142857,2.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/07,1,July,2010,3,3,3,1,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,3,3,3,3,3,3,3,3,1,3,3,0.7444419803736764,2.0
BOS,"Boston, MA: Logan International",2010/07,1,July,2010,2,2,2,2,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,2,2,1,2,2,2,2,2,2,2,2,0.7510008006405124,2.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/07,1,July,2010,2,2,2,2,3,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,2,3,1,2,2,3,2,3,2,3,0.7521149729895016,2.0
CLT,"Charlotte, NC: Charlotte Douglas International",2010/07,1,July,2010,2,2,2,2,2,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,2,3,2,2,2,2,2,3,2,2,0.7962037037037037,2.0
DCA,"Washington, DC: Ronald Reagan Washington National",2010/07,1,July,2010,1,1,1,1,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",1,2,1,2,0,0,1,1,2,2,1,2,0.7328850855745721,2.0
DEN,"Denver, CO: Denver International",2010/07,1,July,2010,3,3,3,2,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",2,2,3,3,3,3,3,3,3,2,3,3,0.8016069509973374,1.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/07,1,July,2010,3,3,3,2,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",2,3,3,3,3,3,3,3,3,2,3,3,0.7656229586726473,2.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/07,1,July,2010,3,3,2,1,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",3,3,3,3,2,3,3,3,2,2,3,3,0.7198814312936693,2.0
EWR,"Newark, NJ: Newark Liberty International",2010/07,1,July,2010,1,2,3,2,2,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",1,2,2,2,1,2,1,2,3,2,3,2,0.6929878048780488,3.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/07,1,July,2010,1,0,0,2,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,US Airways Inc.,Southwest Airlines Co.",0,0,0,1,0,0,1,1,0,3,0,0,0.7643781094527363,2.0
IAD,"Washington, DC: Washington Dulles International",2010/07,1,July,2010,0,1,0,0,2,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,1,0,2,0,0,1,1,1,0,1,2,0.8032857142857143,1.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/07,1,July,2010,3,3,3,3,3,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",2,2,3,3,3,3,3,3,3,3,3,3,0.7035328396260775,2.0
JFK,"New York, NY: John F. Kennedy International",2010/07,1,July,2010,2,2,2,0,2,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.",0,2,2,3,1,2,3,2,3,2,2,2,0.7246523901349843,2.0
LAS,"Las Vegas, NV: McCarran International",2010/07,1,July,2010,3,3,0,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,1,2,1,2,2,2,2,0,2,2,1,0.8148295953388139,1.0
LAX,"Los Angeles, CA: Los Angeles International",2010/07,1,July,2010,3,3,2,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",2,2,3,2,3,3,3,3,2,3,3,2,0.8007254464285715,1.0
