# of Delays.Carrier,# of Delays.Late Aircraft,# of Delays.National Aviation System,# of Delays.Security,# of Delays.Weather,Carriers.Total,Flights.Cancelled,Flights.Delayed,Flights.Diverted,Flights.On Time,Flights.Total,Minutes Delayed.Carrier,Minutes Delayed.Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed.Security,Minutes Delayed.Total,Minutes Delayed.Weather
0.13411764705882354,0.13463725267227653,0.06252082176568573,0.18947368421052632,0.07768187422934648,0.6000000000000001,0.009790590155017678,0.12000596302921884,0.013574660633484163,0.26533174953334465,0.25837347373137676,0.08509637768879784,0.07616613043031131,0.028949051801111455,0.16326530612244897,0.06646829773808119,0.04929357176372452
0.24134453781512605,0.15442347054810096,0.08672959466962799,0.39999999999999997,0.11837237977805179,0.6000000000000001,0.026652162088659233,0.17054263565891473,0.022624434389140274,0.4675716952316307,0.44609051193009974,0.15864140050284012,0.10147060984030441,0.03994529365513014,0.5170741563952314,0.10227833554788301,0.07719879046973568
0.06386554621848739,0.057311803502388,0.089505830094392,0.05263157894736842,0.11467324290998766,0.5333333333333332,0.032091378841446826,0.09846451997614789,0.0497737556561086,0.17505515017817752,0.1785314215301893,0.052928578079895705,0.04064524659526643,0.06467476045151059,0.03859365528389574,0.06988092734053959,0.06877900005213493
0.08605042016806722,0.0791448715032977,0.05263742365352582,0.042105263157894736,0.05795314426633785,0.6000000000000001,0.0016317650258362796,0.08236434108527131,0.020361990950226245,0.1428135075513321,0.14237705836227174,0.05443244249930161,0.0616892179764056,0.026470274664498847,0.011315417256011314,0.05170041503568075,0.040951983733903345
0.022857142857142854,0.07391403229474643,0.0277623542476402,0.1368421052631579,0.046855733662145495,0.39999999999999997,0.011966276856132715,0.04979129397734049,0.013574660633484163,0.1375869675886645,0.1268063179119525,0.011728280100568023,0.046474796891298284,0.014191332276077134,0.06688219842392402,0.0289447628037738,0.03141129242479537
0.0453781512605042,0.02820104616784171,0.058189894503053854,0.031578947368421054,0.08014796547472257,0.5333333333333332,0.006799020940984498,0.061270125223613595,0.0497737556561086,0.05912099100627864,0.06628766662932675,0.03069652667846168,0.022269234724609576,0.03463791196343138,0.013336027480299049,0.03841414302057736,0.049449976539283666
0.10621848739495798,0.06595405958608141,0.07751249305941144,0.10526315789473685,0.12946979038224415,0.5333333333333332,0.026652162088659233,0.10398032200357782,0.0248868778280543,0.2851179365348719,0.27055561778873083,0.09987894589812832,0.04663934064965401,0.0349061129842611,0.10689028086482118,0.06516111490178172,0.07931025493978416
0.2315966386554622,0.20377530134182395,0.3204886174347585,0.12631578947368421,0.19235511713933418,0.6000000000000001,0.07016589611096001,0.34406678592725104,0.08597285067873305,0.7803835058544035,0.7746723423322505,0.22478815532172453,0.14907076850749998,0.22267014939296612,0.12204485754697918,0.2485648179024538,0.13496428757624734
0.027226890756302517,0.036843302251535134,0.016879511382565243,0.12631578947368421,0.02589395807644883,0.39999999999999997,0.0038074517269513185,0.029889683959451397,0.011312217194570137,0.06913286950619378,0.06197490758373472,0.010447900176925224,0.01994505413783478,0.006263576635526473,0.10204081632653061,0.013228813428892434,0.01279912413325687
0.07596638655462185,0.10893791221287243,0.11349250416435314,0.021052631578947368,0.07768187422934648,0.6000000000000001,0.021756867011150392,0.13163387000596302,0.04524886877828055,0.16677413880875613,0.1830402150778537,0.04871030822236708,0.07605447573714136,0.07222270346628996,0.004243281471004243,0.08456775239453528,0.05324279234659298
0.12739495798319328,0.10984762337957697,0.06696279844530816,0.21052631578947367,0.04932182490752158,0.6000000000000001,0.014685885232526515,0.11180679785330949,0.022624434389140274,0.34464619039538436,0.32135655875434077,0.09542787969084644,0.06563239161414489,0.027469781574423285,0.15518286522529803,0.06287508400753118,0.03354882435743705
0.07126050420168067,0.059813509210825566,0.031093836757357027,0.09473684210526316,0.035758323057953144,0.6000000000000001,0.004623334239869458,0.05731961836612999,0.00904977375565611,0.12801629051416935,0.12092528284978155,0.041987149641493623,0.031222178148001236,0.013769873529058996,0.045059608001616486,0.02920435248790548,0.022365882904958032
0.11294117647058824,0.10598135092108256,0.043642420877290394,0.3052631578947368,0.043156596794081376,0.6000000000000001,0.016317650258362796,0.0919051878354204,0.020361990950226245,0.19192262005769556,0.18799708748739777,0.07743272185492131,0.06757459561902245,0.019452070311979423,0.2216609416043645,0.05532543619788327,0.037849955685313595
0.10218487394957981,0.05139868091880828,0.11315935591338146,0.15789473684210525,0.07151664611590629,0.5333333333333332,0.021756867011150392,0.11903697078115683,0.020361990950226245,0.21069064992363823,0.21423770583622717,0.077553775956793,0.03748659409111611,0.07200447779095646,0.22994544352394422,0.07770760761941894,0.04358479745581565
0.08436974789915966,0.04639526950193314,0.03231538034425319,0.16842105263157894,0.043156596794081376,0.4666666666666666,0.008430785966820776,0.057692307692307696,0.0,0.2541320210419141,0.22541167245435192,0.047541670546605824,0.025745221619874536,0.013874821754601065,0.11234592847039805,0.02884318423172227,0.02136228559512017
0.03831932773109243,0.05481009779395042,0.05141588006662965,0.042105263157894736,0.050554870530209614,0.5333333333333332,0.0024476475387544194,0.06253726893261777,0.0248868778280543,0.07646360088240285,0.08031813599193457,0.023261011267343323,0.03948168716117943,0.02814444873862228,0.022630834512022628,0.037565602827783276,0.03334028465669152
0.38554621848739495,0.3877643848078235,0.4398667406996113,0.1473684210526316,0.45129469790382243,0.5333333333333332,0.13081316290454173,0.5343619558735837,0.16063348416289594,0.7081282877990837,0.7937156939621374,0.37827078871403297,0.3279327721215861,0.30411163825845916,0.07193372398464336,0.4140322075896636,0.3798420311766853
0.11361344537815127,0.11394132362974756,0.06085508051082732,0.010526315789473684,0.07398273736128237,0.7333333333333334,0.06064726679358172,0.1063655336911151,0.006787330316742082,0.20464958425250296,0.20832866584518875,0.10519601452649222,0.09254998751230406,0.0412130015858843,0.002020610224287735,0.08458109099490568,0.06488191439445284
0.09243697478991597,0.12735956333863996,0.053636868406440864,0.05263157894736842,0.12453760789149197,0.5333333333333332,0.014685885232526515,0.10405485986881335,0.04524886877828055,0.16466994739521468,0.17021395765654754,0.05763572027190614,0.11093481422715853,0.044096579021016304,0.01636694281673065,0.08762947420263385,0.13170585475209842
0.07495798319327732,0.10370707300432112,0.09816768461965575,0.010526315789473684,0.09001233045622688,0.5333333333333332,0.043513734022300785,0.12015503875968991,0.05429864253393665,0.16562022738842697,0.18012770247563567,0.05500512151969457,0.08045308299175813,0.05904920239348588,0.0,0.08185693838079652,0.08501902924769303
0.0776470588235294,0.04184671366841028,0.05685730149916712,0.042105263157894736,0.09001233045622688,0.6666666666666667,0.048409029099809625,0.07282349433512224,0.029411764705882356,0.10989309350076361,0.11655651394645455,0.05475370146196107,0.03784800270321889,0.03950384476991351,0.022428773489593858,0.05446971368181282,0.0782936238986497
0.15126050420168066,0.0791448715032977,0.06496390893947807,0.031578947368421054,0.13563501849568435,0.6666666666666667,0.018493336959477837,0.10957066189624329,0.020361990950226245,0.3008993721364331,0.284782121653411,0.1077334947388025,0.07318377481011357,0.03952883244266162,0.01757930895130329,0.07915022855178712,0.0868698190918096
0.37109243697478994,0.3086195133045258,0.22431982232093284,0.2,0.2996300863131936,0.6666666666666667,0.07370138700027196,0.3518187239117472,0.14479638009049775,0.711997284914305,0.7222471154923267,0.3353710773815066,0.22928878898732133,0.13086377387155668,0.09032127702566174,0.25023111690257177,0.21108127834836557
0.12201680672268908,0.08232886058676371,0.0838423098278734,0.05263157894736842,0.1775585696670777,0.6000000000000001,0.04677726407397334,0.11985688729874777,0.0497737556561086,0.274936365179026,0.2704996079309958,0.12870844585156904,0.06258539380316454,0.047686474672494907,0.02768236007274197,0.0914833036634979,0.16735310984828738
0.10016806722689076,0.14100523083920855,0.17812326485285954,0.12631578947368421,0.1528976572133169,0.6666666666666667,0.07669295621430514,0.19633273703041143,0.13348416289592763,0.26451722382487697,0.29475187633023414,0.1001955489337927,0.11980254748997313,0.156071338139851,0.059608001616488174,0.1704129322860822,0.14592565559668422
0.050420168067226885,0.055037525585626565,0.03897834536368684,0.0736842105263158,0.04192355117139334,0.5333333333333332,0.004351373402230079,0.05649970184853906,0.0022624434389140274,0.060478533853724745,0.0647754004704828,0.03406741782288854,0.04667753830784374,0.02272378959713208,0.03475449585774904,0.038950765173940485,0.030394661383660915
0.09512605042016806,0.07277689333636571,0.06774014436424208,0.11578947368421053,0.10234278668310727,0.6666666666666667,0.0581996192548273,0.09570661896243292,0.031674208144796386,0.1692516545053453,0.1751708300660916,0.07855014433373685,0.06244435629600248,0.05480796140570652,0.062436855930491,0.07999876874458119,0.10454355872999323
0.11058823529411765,0.19877188992494882,0.16046640755136038,0.10526315789473685,0.14056720098643652,0.6000000000000001,0.023660592874626053,0.20483005366726295,0.1742081447963801,0.3823519429832004,0.39022067883947575,0.09864978117143122,0.1398680711651755,0.08461325745965324,0.04465548595675894,0.13005545779615543,0.10864918408842084
0.07899159663865546,0.03297702979304071,0.043753470294280956,0.1368421052631579,0.046855733662145495,0.5333333333333332,0.007886864291542017,0.05955575432319618,0.05429864253393665,0.10398778211437297,0.10283409880138902,0.07026725020951671,0.023494498068079978,0.024409624585204633,0.073146090119216,0.04068067903736347,0.038201866430321675
0.15058823529411763,0.15328633158972024,0.056524153248195444,0.09473684210526316,0.12083847102342786,0.6666666666666667,0.019037258634756596,0.12783243887895052,0.11764705882352942,0.27422365518411673,0.2708916769351406,0.11398640469317439,0.11488092614629705,0.040603302370830395,0.042432814710042434,0.0980058792446248,0.11391481153224546
0.2527731092436975,0.16397543779849896,0.05508051082731816,0.1368421052631579,0.17262638717632553,0.6000000000000001,0.038618438944791944,0.15630590339892664,0.022624434389140274,0.5008314949940607,0.4694186176767111,0.18484495763106434,0.12439801959833693,0.03559743859695884,0.045261669024045256,0.1151552151362333,0.13016787445910016
0.07529411764705882,0.0791448715032977,0.11093836757357024,0.010526315789473684,0.12823674475955613,0.5333333333333332,0.07669295621430514,0.12306201550387597,0.14253393665158373,0.1699983030714407,0.18934132407303686,0.06810224415681163,0.06641691274773386,0.09831982888441702,0.0024247322691452818,0.10528670295449997,0.10082894531046348
0.11394957983193277,0.09847623379576985,0.08173237090505275,0.042105263157894736,0.07644882860665844,0.6000000000000001,0.004351373402230079,0.115608228980322,0.022624434389140274,0.14118445613439673,0.15383107426907133,0.08402551447993295,0.08651769579972675,0.05032850460439517,0.012123661345726408,0.08264083766410325,0.05428549085032063
0.04168067226890756,0.10757334546281556,0.06396446418656301,0.15789473684210525,0.10480887792848335,0.39999999999999997,0.016045689420723416,0.09302325581395349,0.11538461538461539,0.12394366197183097,0.1334714909824129,0.036204488313623245,0.09696328617391688,0.055334368378266725,0.07476257829864619,0.08335599185319331,0.10769772170376936
0.06823529411764706,0.04139185808505799,0.058523042754025534,0.05263157894736842,0.04932182490752158,0.6000000000000001,0.011150394343214576,0.0695438282647585,0.038461538461538464,0.06265060240963856,0.07261678055337739,0.06905205326380483,0.04146502710564591,0.03432306728680518,0.02444938371388159,0.053320541957593504,0.04802929982795475
0.14084033613445376,0.07778030475324085,0.08872848417545807,0.0736842105263158,0.13193588162762024,0.5333333333333332,0.037530595594234425,0.1227638640429338,0.029411764705882356,0.2974036993042593,0.2889268511257981,0.12623614861718968,0.06877929099269837,0.05016858349880726,0.030915336431602342,0.08980777024773885,0.10588603305354258
0.2853781512605042,0.3734364339322265,0.47129372570794004,0.09473684210526316,0.3168927250308261,0.6000000000000001,0.3413108512374218,0.5199761478831246,0.3054298642533937,0.7021890378415068,0.8068780105298532,0.32242294440823166,0.38902258069255297,0.5199901381984888,0.04061426550818347,0.550798007418314,0.31548146603409627
0.037647058823529415,0.05594723675233114,0.007218212104386452,0.08421052631578947,0.030826140567200986,0.39999999999999997,0.005983138428066358,0.03227489564698867,0.004524886877828055,0.07704055659256746,0.0695362383779545,0.02238104106527609,0.04165601539659454,0.004033010381545105,0.03637098403717923,0.0226745945835022,0.02476408946353162
0.09647058823529411,0.12463042983852628,0.11871182676290949,0.021052631578947368,0.11344019728729964,0.6000000000000001,0.05303236333967908,0.14713774597495527,0.047511312217194575,0.16538265739012387,0.1909656099473507,0.06263618586460565,0.1066684296355062,0.08386529312205979,0.003030915336431602,0.10917233984701652,0.09999478650748136
0.16168067226890756,0.14942005913122583,0.04852859522487507,0.09473684210526316,0.08014796547472257,0.6000000000000001,0.025292357900462335,0.12119856887298747,0.06108597285067874,0.35211267605633806,0.332614540159068,0.13871403296396312,0.12032262329763321,0.027536415368418245,0.036573045059608,0.09312497755523975,0.0611673009749231
0.09042016806722689,0.06822833750284285,0.030982787340366465,0.042105263157894736,0.0530209617755857,0.6000000000000001,0.008430785966820776,0.06499701848539058,0.031674208144796386,0.1347700661802138,0.13005488966058024,0.05330570816649595,0.048951768110831975,0.016438556978557246,0.0167710648615882,0.04091051338220733,0.041681872686512696
0.13243697478991595,0.1253127132135547,0.03997779011660189,0.28421052631578947,0.0813810110974106,0.6000000000000001,0.021484906173511013,0.10219141323792487,0.011312217194570137,0.21204819277108433,0.20888876442253837,0.08897010894869169,0.0938163867953634,0.022380625558058025,0.12750050515255607,0.07025133001236386,0.06191022365882905
0.12134453781512605,0.06345235387764385,0.05308162132148806,0.11578947368421053,0.09247842170160296,0.5333333333333332,0.020669023660592874,0.08802921884317233,0.01809954751131222,0.24398438825725438,0.22992046600201635,0.08658627432721855,0.056952708360879734,0.0356640723909538,0.05273792685390988,0.06639339636677047,0.08398936447526198
0.09815126050420167,0.045030702751876275,0.02987229317046086,0.10526315789473685,0.07891491985203453,0.4666666666666666,0.014957846070165898,0.06037567084078713,0.0248868778280543,0.26400814525708466,0.23554945670437996,0.06658906788341559,0.032385737582088236,0.016203672854725,0.05758739139220044,0.03886970752553573,0.051261665189510454
0.045714285714285714,0.07027518762792813,0.04264297612437534,0.042105263157894736,0.0530209617755857,0.5333333333333332,0.004079412564590699,0.06350626118067978,0.020361990950226245,0.08311556083488884,0.08628318584070796,0.03093863488220504,0.06197129299072973,0.02723489745059104,0.014750454637300464,0.04722377554213715,0.04239872790782545
0.37243697478991594,0.38207869001591993,0.49017212659633536,0.10526315789473685,0.4438964241676942,0.5333333333333332,0.09817786238781614,0.5624627310673822,0.12669683257918554,0.7145087391820804,0.805757813375154,0.3306918707514666,0.3026224161487946,0.2694154217252822,0.061426550818347136,0.3646342401871508,0.2699546426150879
0.12403361344537814,0.1391858085057994,0.10183231538034425,0.010526315789473684,0.1220715166461159,0.7333333333333334,0.0785966820777808,0.14706320810971973,0.03393665158371041,0.18214831155608352,0.20723647361935701,0.10501443337368468,0.1298015190914834,0.06675206897930355,0.0008082440897150939,0.11567849868922601,0.09543298055367291
0.09546218487394958,0.13236297475551512,0.07473625763464742,0.0736842105263158,0.155363748458693,0.5333333333333332,0.017133532771280935,0.12283840190816936,0.09276018099547512,0.1559477346003733,0.17091408087823456,0.06425644845888816,0.1067624546402809,0.05734670895691459,0.036168923014750456,0.0954263991422254,0.12577550701214743
0.07966386554621849,0.0966568114623607,0.09627984453081621,0.021052631578947368,0.10974106041923551,0.5333333333333332,0.05058471580092466,0.1191860465116279,0.08144796380090498,0.16419480739860853,0.17965161868488852,0.05318930999161933,0.07593400619977377,0.060381878273385134,0.023439078601737724,0.08092118426250365,0.08632240237735259
0.07596638655462185,0.05481009779395042,0.08151027207107163,0.042105263157894736,0.10850801479654747,0.6666666666666667,0.0704378569485994,0.0947376267143709,0.09276018099547512,0.09784490072967929,0.11790075053209365,0.053524536735263986,0.05430531682019188,0.06691698761944108,0.022832895534451402,0.07730744960830686,0.08432824148897347
0.14521008403361343,0.06277007050261542,0.05541365907828984,0.042105263157894736,0.13563501849568435,0.6000000000000001,0.020669023660592874,0.096824686940966,0.020361990950226245,0.3094858306465298,0.28730256525148423,0.11281776701741317,0.05985866866469802,0.03531924250702987,0.015558698727015558,0.07416261805943886,0.10145456441270007
0.35831932773109243,0.28746872867864454,0.2306496390893948,0.18947368421052632,0.33045622688039455,0.6666666666666667,0.1259178678270329,0.3479427549194991,0.3823529411764706,0.6912268793483793,0.7119693065979612,0.3308781078312692,0.22035347525232493,0.1739375241547503,0.10628409779753485,0.27899119139352463,0.2905870392575987
0.11663865546218488,0.08096429383670685,0.10805108273181566,0.0736842105263158,0.1898890258939581,0.6000000000000001,0.11123198259450638,0.13513714967203339,0.11764705882352942,0.25851009672492786,0.27016354878458604,0.10843653971505726,0.06571172521192355,0.07367532017538014,0.05920387957163063,0.10444226694643526,0.16947760804963247
0.12638655462184872,0.14259722538094155,0.27395891171571346,0.08421052631578947,0.17632552404438964,0.6666666666666667,0.1163992385096546,0.26818723911747167,0.251131221719457,0.2238588155438656,0.2937436988910048,0.1427833131576497,0.15170934520399018,0.29745825392806213,0.03576480096989291,0.28149987430934265,0.19160888379125177
0.0561344537815126,0.07050261541960427,0.04752915047196002,0.10526315789473685,0.055487053020961775,0.5333333333333332,0.008974707642099539,0.06984197972570065,0.031674208144796386,0.05267266248090956,0.0641872969642657,0.04580035385045163,0.060831239807836404,0.02670849047803084,0.06748838149121034,0.05007823602140332,0.04282884104061311
0.08941176470588236,0.08210143279508757,0.08750694058856191,0.10526315789473685,0.15782983970406905,0.6666666666666667,0.05085667663856404,0.11404293381037567,0.0904977375565611,0.15991854742915323,0.1743306822000672,0.0721156532265574,0.07528758429194765,0.0683029705345363,0.059608001616488174,0.09446499386937406,0.1439445284396017
0.10521008403361343,0.11394132362974756,0.1189339255968906,0.06315789473684211,0.17632552404438964,0.6000000000000001,0.027468044601577372,0.14967203339296362,0.15384615384615385,0.3909384014932971,0.37672230312535004,0.09736008939379831,0.09688101429473901,0.07681710356224263,0.036977167104465546,0.11320675343597215,0.1504092591627131
0.09781512605042017,0.06686377075278599,0.08828428650749584,0.16842105263157894,0.07768187422934648,0.5333333333333332,0.054936089203154743,0.10688729874776387,0.14932126696832582,0.07588664517223824,0.10345020723647361,0.10355247229723438,0.07115636064465894,0.06754834281754335,0.08102646999393817,0.09283871067036727,0.05813044158281633
0.15596638655462183,0.1503297702979304,0.046529705719044974,0.08421052631578947,0.09124537607891492,0.6000000000000001,0.018221376121838453,0.119335122242099,0.022624434389140274,0.2813507551332089,0.27231992830738205,0.13161840022348448,0.09847650109450982,0.025847248690645946,0.04667609618104667,0.0844169236057315,0.07988373911683437
0.2299159663865546,0.1535137593813964,0.0622987229317046,0.12631578947368421,0.17016029593094945,0.6000000000000001,0.037530595594234425,0.15280262373285627,0.020361990950226245,0.5011708807059222,0.46824241066427696,0.19308129248533382,0.12204739447896926,0.04005190772552208,0.06789250353606789,0.11946666119442036,0.1359939523486784
0.10319327731092437,0.09415510575392314,0.1510272071071627,0.021052631578947368,0.1528976572133169,0.5333333333333332,0.16154473755779167,0.16264162194394752,0.18552036199095023,0.14101476327846596,0.1895653635039767,0.09662910885557315,0.09718953384165602,0.16728580566920317,0.003030915336431602,0.16955413163146474,0.16121422240759084
0.11361344537815127,0.11325904025471913,0.07729039422543031,0.0736842105263158,0.0998766954377312,0.6666666666666667,0.012238237693772098,0.11888789505068575,0.06787330316742082,0.13673850330901066,0.15276688697210708,0.08959865909302542,0.09829432764775883,0.049314005090821865,0.09173570418266316,0.08904849607280824,0.07064282362754809
0.031260504201680674,0.08187400500341142,0.03920044419766796,0.16842105263157894,0.0875462392108508,0.39999999999999997,0.020125101985314114,0.06477340488968396,0.029411764705882356,0.13684031902256916,0.13285538254732832,0.022520718875128038,0.06790662141713312,0.03279215586977092,0.11679127096383107,0.05527310784258399,0.09182263698451593
0.06084033613445378,0.05185353650216057,0.0705163797890061,0.11578947368421053,0.08508014796547472,0.6666666666666667,0.025564318738101714,0.0821407274895647,0.029411764705882356,0.05633802816901408,0.07351293827713676,0.05832945339417078,0.056467891930010145,0.04643709103508936,0.061830672863204685,0.06499489542024287,0.06260101141754862
0.1415126050420168,0.08005458267000228,0.06418656302054414,0.10526315789473685,0.12700369913686807,0.5333333333333332,0.048680989937449,0.10740906380441265,0.013574660633484163,0.3044968606821653,0.28996303349389485,0.1429136791135115,0.06200655236752024,0.034416354598398126,0.0594059405940594,0.0806410736547252,0.09420780981179293
0.3042016806722689,0.32431203093017963,0.3775680177679067,0.1368421052631579,0.2909987669543773,0.6000000000000001,0.2550992657057384,0.4437239117471675,0.31221719457013575,0.7399626675716952,0.8006049064635375,0.3322003910978676,0.3075969265576564,0.39206824633180964,0.0868862396443726,0.4441794965191383,0.29282884104061313
0.02756302521008403,0.056856947919035714,0.007440310938367574,0.06315789473684211,0.0345252774352651,0.39999999999999997,0.006255099265705738,0.03056052474657126,0.00904977375565611,0.07622603088409978,0.06830402150778536,0.01721296210075426,0.038188843345527204,0.004164612124685156,0.029905031319458476,0.020594798971901727,0.02757937542359627
0.11092436974789915,0.13850352513077097,0.13947806774014437,0.010526315789473684,0.1615289765721332,0.6666666666666667,0.0649986401958118,0.17195885509838998,0.07013574660633484,0.15353809604615642,0.192029797244315,0.07683676319955303,0.11486329645790178,0.10607933419513041,0.0,0.13181820513741324,0.13794901204316773
0.16638655462184873,0.14396179213099838,0.04975013881177124,0.22105263157894736,0.1060419235511714,0.6000000000000001,0.03100353549088931,0.12365831842576028,0.031674208144796386,0.34892245036483965,0.3311302789290915,0.13811807430859482,0.09970176443798023,0.026170422591521515,0.16973125884016974,0.08702513300123639,0.07891924300088629
0.0884033613445378,0.06731862633613828,0.021654636313159357,0.031578947368421054,0.05795314426633785,0.6000000000000001,0.0065270601033451175,0.05806499701848539,0.011312217194570137,0.13921601900559988,0.13067099809566482,0.05832945339417078,0.045390571054989934,0.011507656222930021,0.016973125884016973,0.037875468774849555,0.04342839268025651
0.12436974789915967,0.14646349783943596,0.03364797334813992,0.2631578947368421,0.0690505548705302,0.6000000000000001,0.029915692140331792,0.10271317829457365,0.027149321266968326,0.21130154420498898,0.2095328777864904,0.09818884439891981,0.10826097815387781,0.01912223303170436,0.16952919781774095,0.07506553869989688,0.05596684218758146
0.1361344537815126,0.06800090971116671,0.08972792892837313,0.11578947368421053,0.11467324290998766,0.5333333333333332,0.025292357900462335,0.11873881932021466,0.011312217194570137,0.22915323264890547,0.22961241178447403,0.10514014340255146,0.0652063408112595,0.05642716259978411,0.06203273388563346,0.08674194425491091,0.09087117459986445
0.11025210084033613,0.05458267000227428,0.03553581343697945,0.16842105263157894,0.1368680641183724,0.4666666666666666,0.019309219472395975,0.07364341085271318,0.06334841628959277,0.2587137281520448,0.2370897277920914,0.07934630784989291,0.03471579473166145,0.01856917254154617,0.120428369367549,0.0509719222462203,0.13638496428757624
0.05142857142857143,0.06004093700250171,0.04319822320932815,0.031578947368421054,0.07398273736128237,0.6000000000000001,0.009246668479738918,0.06305903398926654,0.04298642533936652,0.07853385372475817,0.08314663380755011,0.043002141726417725,0.05618287863428681,0.02884910111011901,0.01616488179430188,0.04959086408479245,0.05165267712840832
0.1976470588235294,0.16397543779849896,0.24497501388117712,0.05263157894736842,0.19728729963008632,0.5333333333333332,0.09681805819961925,0.27228682170542634,0.07466063348416291,0.8160868827422365,0.779769239386132,0.18549213148337834,0.10845196644482642,0.1341904660367552,0.03637098403717923,0.17022516583471423,0.12780876909441635
0.0588235294117647,0.0743688878780987,0.06818434203220433,0.021052631578947368,0.02712700369913687,0.7333333333333334,0.06907805276040249,0.08310971973762671,0.029411764705882356,0.1987782114372985,0.19589447742802732,0.05051215196945712,0.05083226820632612,0.0416561163159508,0.009092746009294807,0.05491296563258312,0.02222251186069548
